0,3816,-7092,-3567,7964,0,18,-40,0,0,0,0,0,0,0,0
114,3757,-7113,-3522,7983,-8,11,-30,0,0,0,0,-6,-10,46,-4
132,3726,-7123,-3499,7991,12,-29,400,0,0,0,0,-19,-27,152,-19
148,3721,-7125,-3494,7993,0,0,80,0,0,0,0,-27,-20,245,-23
163,3816,-7096,-3570,7966,19,60,-1030,0,0,0,0,-26,-20,323,-18
180,3877,-7075,-3616,7948,-13,-43,-760,0,0,0,0,-31,-15,409,-29
198,3844,-7086,-3591,7958,-13,-22,400,0,0,0,0,-25,-21,478,-25
215,3888,-7071,-3624,7944,-15,-12,-410,0,0,0,0,-28,-28,554,-31
231,3857,-7083,-3601,7955,-7,24,350,0,0,0,0,-23,-27,615,-32
248,3836,-7088,-3585,7959,30,-23,290,0,0,0,0,-23,-30,668,-24
266,3894,-7069,-3629,7943,-6,-39,-670,0,0,0,0,-25,-16,722,-28
283,3863,-7081,-3604,7954,-63,-37,340,3,3,3,3,-15,-23,766,-32
300,3851,-7087,-3597,7958,66,40,210,3,3,3,3,-15,-19,815,-35
329,3874,-7077,-3613,7951,-22,27,-320,2,2,2,2,-17,-31,902,-34
347,3857,-7085,-3600,7958,21,-9,210,2,2,2,2,-31,-20,933,-32
364,3868,-7081,-3609,7954,0,0,-70,2,2,2,2,-30,-20,970,-34
379,3881,-7078,-3619,7951,-16,-14,-200,2,2,2,2,-36,-19,1002,-39
396,3862,-7083,-3605,7956,10,-7,250,2,2,2,2,-24,-25,1041,-37
413,3862,-7083,-3605,7956,10,-7,250,1,1,1,1,-21,-19,1070,-46
430,3862,-7083,-3605,7955,0,-17,10,1,1,1,1,-30,-28,1094,-40
447,3837,-7093,-3585,7964,-21,27,270,1,1,1,1,-19,-30,1103,-38
465,3848,-7089,-3593,7961,12,20,-340,1,1,1,1,-11,-20,1113,-26
481,3887,-7075,-3623,7950,29,31,-440,1,1,1,1,-12,-23,1132,-25
499,3883,-7080,-3621,7954,-32,-68,50,1,1,1,1,-18,-28,1143,-22
515,3886,-7078,-3624,7951,49,36,20,1,1,1,1,-9,-25,1164,-27
533,3847,-7091,-3594,7963,-10,1,400,1,1,1,1,-8,-22,1183,-28
550,3885,-7079,-3624,7951,29,26,-220,1,1,1,1,-13,-5,1200,-25
567,3885,-7079,-3624,7951,29,26,-220,1,1,1,1,-12,-11,1202,-24
584,3885,-7079,-3624,7951,29,26,-220,1,1,1,1,-20,-13,1223,-31
601,3877,-7082,-3617,7955,0,0,-410,1,1,10,1,629,797,1880,-20
619,3832,-7100,-3583,7970,9,-6,480,1,5,9,5,356,494,1539,-29
636,3797,-7110,-3554,7981,-8,49,330,3,5,10,7,166,360,1424,-25
653,3781,-7115,-3541,7986,-45,-46,160,3,4,9,9,117,249,1362,-27
670,3768,-7122,-3534,7990,18,-36,220,7,4,10,12,110,289,1304,-21
685,3708,-7141,-3486,8008,35,78,670,9,6,9,15,66,295,1308,-25
703,3788,-7114,-3548,7985,32,139,-900,10,5,10,18,69,215,1337,-20
720,3679,-7150,-3466,8015,-47,-189,1390,13,4,9,23,54,176,1364,-32
737,3595,-7174,-3397,8039,42,175,870,15,4,9,25,39,236,1374,-39
754,3442,-7220,-3277,8081,60,44,900,14,8,9,31,48,255,1352,-31
771,3356,-7242,-3211,8099,6,-1,600,15,7,8,34,66,197,1339,-38
788,3284,-7262,-3154,8118,31,-113,2260,16,2,7,39,83,180,1378,-23
805,3284,-7262,-3154,8118,31,-113,2260,15,-3,7,43,77,218,1399,-31
822,3181,-7285,-3071,8140,73,303,930,15,-16,6,48,43,191,1355,-26
840,3183,-7282,-3069,8141,39,172,-130,14,-19,5,52,63,262,1339,-24
857,3097,-7303,-3001,8159,53,153,1120,14,-21,7,57,63,248,1357,-31
908,2981,-7326,-2909,8179,141,65,-90,14,-22,5,54,17,130,1444,-38
925,3004,-7322,-2927,8176,52,49,-250,13,-22,4,53,57,153,1435,-33
943,2915,-7338,2949,8197,-124,322,590,13,-22,4,51,-50,85,1595,-42
960,2922,-7335,2943,8192,39,6,-20,14,-21,6,49,5,98,1482,-35
977,-2968,-7352,3017,8208,-15,-2,1010,15,-21,7,50,31,148,1422,-30
992,-2969,-7353,3018,8209,13,97,-100,14,-20,7,50,47,139,1389,-25
1009,-3023,-7361,3061,8216,2,-84,780,12,-19,11,52,36,176,1371,-32
1026,-3050,-7369,3082,8223,145,167,280,13,-22,12,54,56,163,1361,-36
1043,-3091,-7376,3114,8229,219,159,540,14,-23,15,57,74,113,1395,-26
1061,-3201,-7392,3202,8241,113,25,1360,12,-27,17,61,77,141,1414,-31
1078,-3228,-7395,3224,8244,89,92,340,13,-28,20,65,91,162,1410,-22
1095,-3250,-7398,3240,8244,182,105,360,14,-32,22,70,88,179,1396,-33
1112,-3351,-7411,3322,8255,28,-27,970,10,-35,24,73,67,149,1375,-19
1129,-3397,-7415,3360,8258,224,329,640,6,-40,28,80,59,171,1375,-30
1146,-3405,-7416,3370,8262,112,222,-70,4,-43,28,86,36,174,1376,-24
1163,-3387,-7416,3352,8259,148,9,-10,1,-47,32,93,22,173,1359,-16
1192,-3564,-7436,3492,8270,149,142,980,-3,-54,37,101,57,177,1399,-36
1211,-3564,-7436,3492,8270,149,142,980,-9,-59,42,109,86,260,1379,-38
1228,-3677,-7444,3580,8271,383,132,-1420,-13,-63,43,113,96,262,1351,-40
1245,-3823,-7453,3698,8274,363,107,1970,-16,-63,46,119,91,241,1376,-33
1264,-3830,-7453,3703,8273,90,69,90,-18,-70,49,124,62,174,1419,-30
1281,-3997,-7456,3846,8277,377,534,2020,-20,-73,50,132,52,182,1404,-41
1299,-4050,-7458,3884,8272,396,16,1110,-23,-76,54,137,56,202,1388,-31
1316,-4050,-7458,3884,8272,396,16,1110,-27,-81,56,144,29,254,1332,-29
1335,-4136,-7460,3952,8268,528,231,1320,-28,-86,58,149,67,237,1370,-22
1352,-4322,-7450,4109,8255,174,135,1210,-29,-88,62,153,83,196,1411,-20
1371,-4374,-7449,4148,8248,672,234,1200,-34,-94,64,165,70,190,1383,-26
1388,-4350,-7453,4126,8251,418,195,-80,-37,-96,66,166,78,163,1417,-30
