3501,-4428,-4518,-4282,-4150,-9,-27,-5,1,1,1,1,4,-19,27,-19
3529,-4141,-5159,-4610,-3494,0,0,45,5,5,3,3,39,20,58,17
3556,-3985,-5745,-4829,-2911,-19,-20,-62,6,6,-2,-2,42,64,89,57
3633,-3271,-7038,-5328,4562,27,7,-91,-2,-14,-18,-10,69,142,146,119
3660,2943,-7184,-5470,4974,18,25,-178,-11,-23,-22,-11,42,163,126,124
3678,3434,-7300,-5638,5400,-22,-30,-267,-13,-30,-25,-9,55,184,125,102
3695,3585,-7238,-5590,5533,-22,-30,-267,-13,-30,-25,-9,61,204,133,101
3716,4008,-7623,-5894,6062,-55,-32,-191,-12,-47,-30,-11,60,232,140,154
3733,4177,-7675,-6064,6111,-191,164,-107,-13,-50,-33,-12,66,220,153,171
3750,4487,-7701,-6262,6233,-177,113,-189,-13,-51,-34,-12,72,266,160,178
3767,4597,-7778,-6416,6261,-281,170,-55,-12,-61,-38,-9,78,266,161,208
3799,5132,-8321,-6979,6782,-88,-39,-41,-10,-66,-46,1,94,267,174,204
3816,4980,-8255,-6887,6652,-88,-39,-41,-9,-68,-47,4,119,317,207,262
3833,5644,-8381,-7329,6935,-380,-35,-220,-8,-71,-51,5,118,331,242,250
3864,6129,-8659,-7781,7194,-33,-22,-67,-10,-84,-62,17,158,411,296,373
3882,6070,-8628,-7738,7134,-33,-22,-67,-12,-86,-63,16,154,414,312,362
3934,7393,-8751,-8478,7664,-11,-2,-323,-21,-111,-87,32,196,442,359,345
3955,7374,-8713,-8516,7537,-615,-17,-35,-12,-119,-97,35,236,465,355,391
3972,7912,-8636,-9000,7417,-456,66,-96,8,-129,-108,37,251,429,400,377
3990,8333,-8498,-9244,7408,-271,-11,-223,16,-134,-118,42,333,430,429,350
4007,8467,-8488,-9414,7346,-349,29,-78,24,-141,-125,42,357,401,494,365
4073,10350,-7775,-10824,6744,-394,-31,-6,55,-164,-172,52,597,379,723,317
4090,9989,-7716,-10601,6565,-394,-31,-6,83,-168,-197,57,671,367,824,399
4111,10793,-7502,-11103,6526,-380,15,-294,107,-172,-218,58,758,344,976,353
4128,10971,-7260,-11173,6341,-660,36,-157,127,-172,-240,56,1030,360,1178,389
4145,10863,-7365,-11228,6286,-348,40,-9,146,-172,-258,57,1329,383,1403,344
4163,11150,-7082,-11359,6079,-589,37,-240,183,-172,-293,55,1325,390,1432,325
4183,10803,-7010,-10893,6177,-589,37,-240,220,-170,-334,54,1292,379,1431,331
4201,11335,-6579,-11278,5727,-645,20,-122,255,-171,-372,53,1371,356,1255,307
4229,10965,-5802,-10785,4986,-624,22,-104,303,-171,-423,51,1803,382,1341,306
4250,10670,-5356,-10354,4648,-825,17,-190,324,-171,-436,53,1528,338,1108,257
4267,10427,-5125,-10121,4400,-651,13,-90,332,-171,-446,53,1393,304,1032,248
4295,9712,-5046,-9626,4165,-878,-48,71,347,-163,-449,51,1031,241,793,188
4316,9540,-4823,-9441,3947,-812,-160,-130,351,-154,-449,51,760,178,644,153
4333,9109,-5038,-9237,4004,-964,-257,42,358,-147,-445,50,652,149,543,136
4361,8217,-5547,-8901,4112,-901,-59,165,359,-135,-435,48,465,131,471,114
4382,7907,-5784,-8753,4264,-1084,-481,0,361,-131,-425,47,353,128,406,86
4399,7914,-5938,-8835,4373,-715,-118,9,361,-128,-418,47,284,124,358,90
4416,7597,-6244,-8659,4636,-1233,-647,32,360,-125,-416,46,264,125,352,99
4433,7188,-6509,-8497,4739,-1229,-100,121,362,-124,-409,45,233,127,334,104
4465,7250,-6483,-8510,4786,-910,-268,48,362,-122,-405,46,164,129,272,75
4506,7045,-6774,-8527,4916,-1205,-302,45,353,-122,-397,50,148,152,265,85
4524,5949,-6211,-7477,4388,-2732,-147,71,348,-122,-392,50,141,150,284,91
4545,5618,-6185,-7211,4343,-1344,-303,26,344,-125,-388,50,129,140,237,91
4562,5706,-6434,-7320,4596,-1017,-338,11,339,-125,-381,53,102,142,217,70
4580,5981,-6372,-7509,4577,-1114,-64,-42,336,-124,-379,54,92,142,196,83
4597,6172,-6473,-7625,4750,-1067,-68,-78,331,-125,-374,53,92,154,184,76
4614,6373,-6613,-7797,4917,-845,-251,-29,328,-123,-371,52,105,155,202,110
4646,6780,-6558,-8067,4946,-1218,-192,-183,320,-125,-367,50,109,180,199,125
4663,6928,-6555,-8051,5111,-1218,-192,-183,320,-125,-367,50,105,151,197,134
4680,6969,-6756,-8175,5243,-657,-58,26,313,-118,-363,43,118,156,197,101
4701,6592,-6303,-7563,5047,-1554,-355,-226,307,-121,-359,40,126,171,224,139
4718,6645,-6370,-7582,5162,-1000,-59,-101,306,-122,-357,40,127,164,216,115
4736,6680,-6383,-7673,5111,-1024,-273,-29,302,-119,-354,38,112,159,208,151
4753,6894,-6449,-7757,5301,-758,-213,-165,297,-115,-352,37,130,151,184,123
4770,6422,-6160,-7217,5119,-1209,-91,-68,297,-118,-350,37,128,153,195,154
4802,6567,-6242,-7289,5289,-886,-173,-187,291,-115,-343,31,122,212,176,109
4819,6548,-6364,-7309,5395,-1045,-70,-15,289,-113,-341,30,121,180,189,135
4837,6588,-6387,-7416,5340,-674,13,-22,289,-111,-340,29,126,162,189,188
4857,5755,-6184,-6690,5123,-1460,-84,20,289,-107,-341,25,121,151,166,141
4885,4749,-5587,-5436,4887,-968,-9,-216,286,-107,-341,21,77,130,142,106
4927,5161,-5759,-5623,5283,-746,-33,-75,281,-102,-339,13,63,116,118,177
4947,4605,-5605,-5098,5169,-880,-26,-45,283,-102,-336,12,63,102,101,177
5000,3869,-5354,-4144,5296,-690,23,-118,269,-91,-315,5,48,100,83,103
5017,3364,-5169,-3628,5178,-752,49,-54,264,-91,-314,2,46,102,75,137
5034,-2936,-4956,-3065,5087,-804,54,-107,254,-90,-305,2,62,103,85,195
5055,-8786,-4261,8627,5342,-714,127,-69,231,-84,-291,2,219,123,219,226
5073,-8523,-4582,8446,5751,-901,57,-152,206,-83,-263,4,386,140,365,229
5090,-8097,-4818,8220,6187,-607,147,-111,182,-83,-234,10,385,136,409,199
5121,-7629,-5456,7584,6655,-467,76,-102,148,-77,-206,28,313,130,433,186
5138,-7240,-5871,7194,7030,-590,-47,-136,129,-74,-190,42,304,142,388,215
5180,-6402,-6667,6306,7647,-202,33,-10,93,-72,-150,85,233,151,310,287
5197,-5980,-6972,5779,7750,-220,208,-112,83,-70,-139,91,215,179,271,376
5217,-5459,-7328,5234,8004,-161,34,-148,65,-68,-114,98,169,171,206,379
5234,-5128,-7659,4785,8180,-69,129,-52,53,-66,-100,107,148,207,171,433
5252,-4813,-8281,4304,8647,30,156,-46,44,-68,-89,110,139,273,148,428
5283,-4066,-8853,3662,9310,4,-7,-11,37,-68,-80,110,130,351,131,774
5300,-3682,-9078,3269,9507,137,312,-85,24,-72,-65,112,139,382,118,848
5317,-3439,-9333,2943,9684,126,185,-22,13,-83,-50,121,130,408,126,706
5335,-3292,-9562,-3117,9820,71,264,1,5,-90,-37,127,152,562,131,942
5352,-3221,-9798,-3312,9960,235,295,-2,0,-101,-30,138,162,649,125,1346
5369,-3030,-9994,-3569,10102,235,295,-2,-5,-110,-26,143,192,813,123,1463
5387,3018,-10245,-3822,10370,28,84,-55,-5,-110,-26,143,225,900,158,1565
5408,3146,-10352,-4005,10422,167,418,3,-20,-158,-15,189,233,981,167,1614
5435,-3036,-10790,-4095,10487,154,122,100,-19,-195,-12,223,256,1207,174,1900
5452,-3027,-10912,-4221,10512,154,122,100,-25,-229,-8,262,267,1347,192,2048
5473,3364,-10638,-4425,10554,85,684,-163,-33,-256,-7,283,277,1412,177,1851
5491,3209,-10687,-4525,10357,181,578,46,-33,-276,-9,304,279,1372,194,1765
5508,3687,-10579,-4669,10545,91,414,-118,-33,-287,-10,320,289,1304,213,1738
5525,3925,-10951,-4895,10956,103,383,-64,-28,-303,-15,337,295,1449,205,2221
5545,4130,-10578,-4938,10664,-72,1492,-181,-26,-307,-17,351,311,1584,216,2353
5563,4073,-10256,-4873,10298,57,1532,-79,-24,-326,-18,367,281,1395,205,2599
5580,4016,-10249,-4916,10184,137,959,-14,-24,-326,-18,367,262,1242,191,1984
5611,4223,-10489,-5234,10301,92,890,-47,-2,-351,-25,405,230,1044,184,1612
5629,4327,-10518,-5362,10297,114,1083,-73,2,-361,-30,417,247,1146,191,1749
