2081,-5015,-5450,-4846,-4301,-28,4,42,1,1,1,0,-25,-20,24,-23
2084,-5052,-5425,-4802,-4315,-28,4,42,1,1,1,0,-19,-12,31,-2
2095,-5137,-5366,-4701,-4351,-28,4,42,-2,1,1,-2,2,15,53,19
2102,-5175,-5337,-4654,-4368,-28,4,42,-2,1,1,-2,23,41,67,26
2105,-5189,-5324,-4636,-4375,-28,4,42,-2,3,3,-2,23,42,70,32
2112,-5322,-5602,-4543,-4072,-24,-22,-7,-4,3,3,-4,46,58,83,41
2112,-5322,-5602,-4543,-4072,-24,-22,-7,-4,3,3,-4,46,58,83,41
2126,-5402,-5892,-4447,-3699,52,0,-17,-6,0,5,-6,60,78,99,73
2133,-5379,-5891,-4445,-3670,52,0,-17,-6,-2,7,-8,62,86,97,74
2137,-5467,-6191,-4393,-3343,-23,24,-7,-5,-2,7,-8,61,90,110,72
2147,-5552,-6469,-4349,-3036,0,0,19,-7,-4,9,-10,61,98,108,61
2154,-5545,-6457,-4356,-3041,0,0,-26,-9,-6,6,-11,55,100,106,81
2162,-5622,-6749,-4298,3099,0,0,-26,-11,-8,3,-11,54,102,104,95
2162,-5622,-6749,-4298,3099,0,0,-26,-11,-8,3,-11,54,102,104,95
2172,-5575,-6725,-4295,3126,0,0,-26,-13,-10,-2,-15,75,129,107,81
2182,-5521,-6988,-4256,3535,0,0,-136,-16,-14,-4,-16,73,137,95,75
2189,-5443,-6972,-4250,3600,0,0,-136,-20,-18,-8,-17,62,130,94,67
2196,-5419,-7241,-4210,3988,-26,11,-101,-20,-18,-8,-17,69,147,96,56
2203,-5372,-7218,-4205,4013,-26,11,-101,-25,-23,-12,-20,84,162,93,52
2210,-5326,-7194,-4196,4039,-26,11,-101,-27,-22,-12,-19,75,162,98,81
2218,-5312,-7464,-4159,4409,22,-72,-99,-27,-22,-12,-19,79,172,92,80
2225,-5272,-7749,-4146,4795,7,9,-134,-30,-31,-17,-21,93,192,97,80
2232,-5219,-7726,-4140,4827,7,9,-134,-31,-34,-21,-23,81,180,98,77
2239,-5173,-7700,-4127,4857,7,9,-134,-33,-33,-20,-22,81,198,97,91
2246,-4953,-7949,-4180,5307,-26,10,-270,-37,-38,-23,-23,87,204,98,79
2253,-4852,-7919,-4168,5383,-26,10,-270,-37,-38,-23,-23,74,204,101,84
2260,-4764,-7890,-4157,5449,-26,10,-270,-37,-38,-23,-23,76,219,100,92
2267,-4688,-7867,-4148,5506,-26,10,-270,-41,-46,-29,-26,80,224,105,105
2277,-4490,-8102,-4193,5927,22,-15,-178,-43,-51,-32,-25,76,227,94,101
2284,-4380,-8366,-4249,6281,-4,71,-174,-47,-56,-34,-25,69,213,93,105
2291,-4355,-8328,-4240,6271,-4,71,-174,-47,-60,-35,-26,67,258,100,137
2298,-4333,-8289,-4231,6261,-4,71,-174,-49,-62,-36,-27,73,263,98,155
2305,-4170,-8534,-4314,6617,55,-21,-171,-52,-64,-39,-26,73,267,110,174
2313,-4166,-8508,-4290,6618,55,-21,-171,-52,-65,-41,-25,75,298,114,169
2323,-3901,-8731,-4407,7004,-55,30,-304,-55,-68,-43,-26,82,319,124,182
2330,-3576,-8924,-4576,7354,-188,88,-250,-56,-78,-43,-24,92,313,116,174
2341,-3527,-8805,-4537,7311,-188,88,-250,-58,-78,-44,-26,82,294,123,182
2348,-3345,-9015,-4655,7605,-82,-15,-168,-61,-82,-47,-23,76,297,120,163
2358,-3383,-8945,-4608,7540,-82,-15,-168,-64,-88,-48,-24,82,312,135,183
2365,-3127,-9140,-4773,7831,-127,-9,-224,-64,-90,-49,-23,85,343,140,192
2372,-3123,-9082,-4737,7810,-127,-9,-224,-64,-95,-50,-21,74,338,137,221
2383,3358,-9472,-5234,8372,-22,184,-178,-66,-102,-53,-22,76,373,135,219
2390,3374,-9427,-5237,8334,-22,184,-178,-68,-104,-53,-21,78,356,129,204
2397,3393,-9380,-5240,8299,-22,184,-178,-67,-106,-56,-20,83,383,137,238
2404,3410,-9337,-5241,8268,-22,184,-178,-67,-106,-56,-20,88,443,140,267
2418,4483,-9581,-5986,8752,-53,204,-253,-66,-116,-59,-19,93,443,131,313
2425,4511,-9527,-5974,8741,-53,204,-253,-66,-116,-59,-19,90,438,139,444
2432,4538,-9481,-5964,8731,-53,204,-253,-64,-125,-60,-13,108,491,158,444
2439,4562,-9433,-5956,8714,-53,204,-253,-64,-128,-62,-7,115,456,151,431
2449,5009,-9491,-6269,8867,-353,71,-253,-60,-132,-62,-5,120,480,160,403
2456,4961,-9398,-6201,8795,-353,71,-253,-59,-134,-64,-2,114,471,173,456
2463,5444,-9421,-6536,8917,-334,32,-294,-59,-134,-64,-2,134,540,180,454
2470,5407,-9348,-6467,8877,-334,32,-294,-54,-140,-66,5,151,572,189,525
2480,5345,-9237,-6371,8805,37,84,-143,-51,-145,-69,14,142,570,181,521
2487,6163,-9426,-7022,9079,-357,176,-288,-49,-147,-72,18,132,524,176,524
2494,6125,-9341,-6970,9003,-357,176,-288,-47,-148,-71,20,132,546,181,531
2502,6088,-9263,-6922,8929,-357,176,-288,-46,-153,-72,25,141,544,186,635
2509,5988,-9282,-6770,9033,-357,346,-149,-44,-157,-76,31,152,526,183,615
2509,5988,-9282,-6770,9033,-357,346,-149,-44,-157,-76,31,152,526,183,615
2523,7013,-10737,-8131,10163,-357,346,-149,-42,-161,-78,40,208,713,211,695
2533,6913,-10593,-8084,9943,-357,346,-149,-41,-170,-81,46,264,828,246,1137
2540,8342,-11865,-9597,11319,-126,133,-284,-41,-170,-81,46,302,900,301,1232
2551,8678,-11783,-9801,11082,-329,92,-164,-44,-178,-85,62,464,1759,374,1422
2561,8556,-11680,-9709,10929,-329,92,-164,-35,-195,-92,77,590,2560,508,2148
2569,9076,-11256,-10083,10503,-99,147,-127,-35,-195,-92,77,629,2636,552,2202
2576,9020,-11214,-10060,10422,-99,147,-127,-35,-195,-92,77,641,2685,619,2132
2576,9020,-11214,-10060,10422,-99,147,-127,-35,-195,-92,77,641,2685,619,2132
2593,8855,-11035,-9982,10167,-99,147,-127,12,-271,-113,142,598,2143,669,2367
2604,9139,-10459,-10121,9649,-899,537,-313,23,-291,-119,156,548,1793,672,2073
2611,9895,-9568,-10568,8861,-899,537,-313,23,-291,-119,156,512,1577,688,1771
2621,10164,-9020,-10707,8366,-175,203,-186,52,-311,-135,172,510,1420,682,1430
2629,10064,-8927,-10640,8265,-175,203,-186,74,-317,-147,182,484,1309,680,1497
2639,10528,-8203,-10891,7616,-531,406,-292,94,-322,-155,183,604,1050,929,1278
2646,10407,-8068,-10765,7513,-531,406,-292,108,-325,-164,181,671,914,1031,1089
2657,10830,-7298,-10958,6848,-565,403,-316,117,-325,-169,181,724,745,1093,892
2664,10711,-7204,-10834,6789,-565,403,-316,145,-330,-194,177,769,669,1038,792
2671,10584,-7117,-10703,6738,-565,403,-316,149,-330,-199,178,730,605,1025,683
2682,10385,-6998,-10495,6671,-565,403,-316,162,-332,-222,175,753,504,978,621
2692,11721,-5227,-11149,5157,-288,605,-429,177,-332,-244,175,1310,501,999,517
2699,11850,-4082,-11376,4200,-791,720,-463,202,-332,-264,174,1566,487,1042,491
2710,11849,-3935,-11056,4172,-791,720,-463,202,-332,-264,174,1673,466,1026,443
2717,11848,-3844,-10869,4146,-791,720,-463,251,-329,-297,172,1881,459,1102,413
2727,11715,-3726,-10541,4104,-550,696,-226,283,-327,-318,168,2041,437,1054,387
2734,11845,-3035,-10538,3437,-550,696,-226,304,-324,-332,167,2099,416,1017,354
2741,11554,-3005,-10357,3332,-550,696,-226,322,-322,-342,163,2184,402,964,325
2748,11277,-2974,-10180,3241,-550,696,-226,341,-320,-350,162,2008,355,936,294
2759,11284,3589,-10101,-3331,-626,468,-264,366,-319,-358,158,1844,317,891,268
2769,10920,3560,-9850,-3332,-626,468,-264,366,-319,-358,158,1697,285,824,237
2779,10972,4229,-9689,-3844,-641,354,-254,392,-308,-367,150,1467,253,709,193
2786,11153,5278,-9742,-4939,-683,794,-378,404,-289,-375,140,1505,274,686,186
2797,10923,5263,-9530,-4888,-739,620,-211,404,-283,-376,138,1395,297,673,236
2804,10896,5772,-9473,-5444,-739,620,-211,404,-262,-378,130,1279,275,653,227
2811,10686,5702,-9356,-5446,-739,620,-211,404,-262,-378,130,1325,282,638,231
2821,10423,5603,-9205,-5441,-739,620,-211,405,-233,-382,117,1123,258,540,223
2828,10316,5854,-9148,-5800,-780,595,-61,403,-224,-386,112,1019,235,509,240
2839,10010,5734,-9016,-5852,-780,595,-61,405,-210,-387,104,970,220,479,250
2846,9268,6579,-8278,-6745,-1318,768,75,405,-210,-387,104,979,235,490,278
2856,8896,6447,-8075,-6874,-1318,768,75,402,-189,-386,94,893,304,472,318
2856,8896,6447,-8075,-6874,-1318,768,75,402,-189,-386,94,893,304,472,318
2870,8550,6329,-7936,-6922,-831,290,23,401,-158,-388,83,811,362,486,343
2877,8430,6178,-7904,-6848,-831,290,23,402,-145,-392,79,762,372,539,348
2884,8324,6033,-7874,-6775,-831,290,23,402,-145,-392,79,738,418,519,373
2891,8219,6140,-7804,-6950,-1203,590,27,402,-120,-395,71,627,362,508,380
2898,8056,6058,-7706,-6939,-1203,590,27,402,-115,-394,69,571,329,455,420
2908,7845,5949,-7581,-6923,-1203,590,27,402,-115,-394,69,475,277,394,354
2915,7757,5842,-7545,-6866,-895,92,32,400,-91,-392,65,412,244,367,325
2922,7029,5837,-6886,-6850,-1488,251,0,399,-84,-394,60,365,226,327,326
2932,6833,5677,-6737,-6733,-1488,251,0,399,-84,-394,60,332,213,301,322
2939,6714,5590,-6647,-6668,-1488,251,0,396,-68,-392,47,282,191,271,279
2949,6591,5312,-6620,-6463,-1186,140,124,396,-61,-387,39,274,193,265,316
2956,6500,5193,-6609,-6417,-1186,140,124,393,-56,-387,37,229,171,244,281
2963,6422,5076,-6602,-6364,-1186,140,124,393,-56,-387,37,203,154,211,254
2974,6179,4692,-6730,-6322,-1032,194,133,390,-42,-382,26,175,139,192,296
2981,6154,4601,-6756,-6280,-1032,194,133,390,-42,-382,26,162,132,177,267
2988,6136,4510,-6784,-6232,-1032,194,133,386,-36,-377,17,148,121,181,251
2995,6126,4423,-6814,-6181,-1032,194,133,385,-32,-374,11,135,114,183,228
3002,5366,4033,-6270,-5841,-1243,-17,208,384,-31,-373,8,133,111,178,227
3012,5258,3893,-6268,-5777,-1243,-17,208,384,-29,-373,3,119,102,186,221
3019,5194,3811,-6263,-5735,-1243,-17,208,382,-25,-373,-2,111,95,209,209
3026,5194,3668,-6285,-5592,-1122,-181,9,380,-21,-373,-6,101,92,208,206
3033,5261,3551,-6303,-5410,-1122,-181,9,376,-15,-372,-10,91,81,186,187
3040,5324,3437,-6325,-5243,-1122,-181,9,374,-12,-370,-12,85,72,180,179
3048,4701,3273,-5744,-4994,-1132,-28,94,372,-12,-366,-14,77,67,167,159
3058,4106,3326,-5165,-4971,-1270,17,18,368,-6,-363,-22,71,60,164,142
3065,4121,3188,-5221,-4860,-937,-59,64,364,-5,-363,-23,70,53,156,134
3072,4194,3106,-5290,-4774,-937,-59,64,364,-5,-363,-23,63,51,143,118
3079,4261,3034,-5351,-4697,-937,-59,64,361,-5,-360,-30,57,41,135,125
3086,4342,3000,-5429,-4666,-867,-22,12,359,-2,-358,-33,48,37,128,104
3093,3771,2926,-4897,-4520,-1835,-103,142,358,-2,-357,-36,45,36,124,89
3100,3604,2935,-4777,-4553,-1835,-103,142,358,-2,-357,-36,45,46,122,91
