0	6645	5917	-6109	-6479	0	0	760	0	0	0	0	813	-25	0	99
3	3054	2998	3207	3302	0	0	760	0	0	0	0	-27	-10	-574	99
15	3043	-2977	3185	3473	-2	4	754	0	0	0	0	-47	-35	-577	99
33	2982	-3141	3207	3631	0	-3	729	0	0	0	0	-71	-53	-570	99
45	2927	-3309	3222	3791	0	-3	710	1	1	1	0	-95	-71	-563	99
57	-2925	-3467	3252	3961	0	-3	695	1	1	1	0	-120	-88	-576	99
69	-2978	-3644	3250	4114	0	-2	682	2	2	2	1	-143	-108	-551	99
84	-3027	-3814	3253	4269	0	-8	642	3	2	3	2	-165	-128	-541	99
96	-3080	-3975	3279	4436	0	-6	628	3	3	3	2	-190	-145	-548	99
108	-3136	-4136	3302	4599	0	-11	618	4	3	3	2	-214	-163	-548	99
126	-3224	-4464	3330	4931	-2	-7	602	4	3	4	3	-261	-201	-553	99
144	-3273	-4627	3350	5098	-5	0	598	4	3	5	3	-285	-219	-557	99
156	-3273	-4627	3349	5097	-6	0	590	4	4	5	3	-285	-219	-557	99
168	-3327	-4788	3374	5264	-6	0	583	5	4	5	3	-310	-236	-561	99
183	-3373	-4954	3386	5427	-6	0	574	5	4	6	3	-333	-255	-559	99
195	-3413	-5127	3380	5584	-6	-1	561	5	4	6	4	-355	-276	-544	99
213	-3505	-5451	3406	5903	-6	-4	541	6	4	7	5	-400	-314	-541	99
225	-3556	-5615	3423	6067	-6	-3	532	6	5	7	5	-424	-332	-539	99
243	-3609	-5776	3446	6230	-6	-5	519	6	5	7	5	-448	-350	-542	99
255	-3658	-5938	3466	6396	-7	-5	513	6	5	8	6	-472	-368	-544	99
273	-3691	-6112	3451	6549	-7	-6	494	7	5	8	6	-493	-391	-529	99
285	-3743	-6273	3474	6713	-7	-8	484	7	5	8	7	-517	-409	-531	99
303	-3829	-6603	3489	7035	-9	-9	465	7	5	9	8	-563	-448	-524	99
315	-3834	-6783	3437	7180	-11	-11	456	7	5	9	9	-580	-475	-496	99
333	-3899	-6937	3469	7334	-18	-21	424	8	4	10	10	-605	-491	-497	99
351	-3889	-7116	3399	7473	-23	-24	397	8	4	11	12	-621	-520	-470	99
369	-3933	-7279	3407	7630	-27	-24	363	8	4	13	14	-644	-539	-470	99
387	-3951	-7628	3321	7922	-31	-28	321	9	4	14	16	-679	-590	-431	99
405	-4035	-7775	3383	8083	-34	-37	314	9	2	14	18	-708	-603	-437	99
423	-3959	-8134	3187	8352	-45	-43	292	8	1	15	20	-731	-668	-376	99
441	-4008	-8290	3202	8505	-50	-48	267	8	0	16	23	-755	-687	-375	99
459	-3936	-8633	3013	8759	-66	-65	236	8	-1	17	26	-777	-750	-315	99
477	-3970	-8792	2998	8894	-74	-75	203	8	-3	18	30	-798	-772	-297	99
495	-3925	-9125	-2942	9166	-85	-84	189	7	-6	19	33	-826	-830	-258	99
513	-3911	-9273	-2991	9297	-99	-101	163	7	-9	20	37	-842	-857	-255	99
531	-3891	-9425	-3050	9425	-115	-99	163	5	-12	21	40	-857	-883	-241	99
549	-3872	-9575	-3113	9547	-130	-113	151	4	-15	22	44	-871	-911	-224	99
567	-3886	-9722	-3129	9687	-141	-121	149	3	-19	22	48	-891	-934	-220	99
597	-3931	-10167	-3175	10109	-179	-153	143	0	-28	23	56	-950	-1002	-209	99
615	-3871	-10318	-3288	10213	-192	-166	136	0	-32	23	61	-958	-1036	-179	99
630	-4053	-10445	-3096	10406	-205	-178	152	-2	-37	22	64	-1003	-1035	-216	99
642	-4067	-10422	-3073	10392	-219	-189	172	-4	-41	22	67	-1006	-1033	-216	99
666	-4143	-10368	-2971	10370	-247	-214	198	-7	-51	21	75	-1018	-1021	-227	99
684	-4266	-10319	2982	10371	-269	-231	218	-10	-58	21	81	-1037	-1002	-249	99
705	-4315	-10262	3058	10343	-292	-250	257	-13	-67	20	87	-1045	-993	-260	99
723	-4448	-10197	3230	10336	-323	-274	281	-16	-76	20	94	-1065	-972	-285	99
741	-4576	-10130	3401	10331	-347	-290	321	-20	-85	19	101	-1085	-951	-315	99
762	-4626	-10068	3480	10300	-370	-307	364	-24	-95	19	108	-1093	-940	-325	99
780	-4690	-10008	3570	10272	-400	-326	387	-27	-104	19	115	-1103	-928	-339	99
792	-4779	-9964	3671	10250	-417	-348	392	-29	-111	19	120	-1115	-915	-340	99
804	-4825	-9920	3730	10223	-435	-365	397	-30	-116	19	126	-1121	-907	-346	99
822	-4856	-9883	3752	10175	-460	-385	399	-33	-125	19	134	-1125	-902	-324	99
840	-4768	-9855	3642	10100	-492	-410	380	-35	-134	21	143	-1114	-915	-294	99
864	-4606	-9841	3431	9999	-533	-436	348	-38	-144	23	155	-1094	-941	-238	99
882	-4532	-9800	3357	9938	-560	-463	319	-40	-153	24	164	-1085	-951	-236	99
906	-4496	-9767	3267	9830	-595	-501	305	-43	-164	25	176	-1078	-958	-161	99
924	-4470	-9400	3298	9463	-620	-513	283	-46	-172	27	185	-1040	-911	-154	99
945	-4426	-9345	3252	9387	-657	-550	267	-48	-183	28	195	-1035	-916	-141	99
963	-4226	-9381	2930	9253	-684	-563	249	-51	-190	30	204	-1004	-950	0	99
987	-4084	-9326	-3009	9165	-720	-595	212	-53	-201	32	216	-987	-968	0	99
1005	-3979	-9289	-3113	9105	-740	-610	189	-55	-208	34	224	-974	-981	0	99
1023	-3753	-9248	-3338	9018	-762	-629	168	-57	-215	35	232	-945	-1009	0	99
1041	-3637	-9207	-3452	8950	-784	-649	138	-58	-222	36	241	-930	-1023	0	99
1059	-3353	-8886	-3797	8449	-803	-668	114	-59	-229	37	249	-848	-1014	150	99
1077	-3176	-8185	-3858	7728	-828	-690	96	-61	-236	37	257	-754	-936	164	99
1098	-3127	-8143	-3899	7678	-847	-706	107	-63	-244	37	264	-748	-941	167	99
1116	-2935	-7445	-3969	6966	-858	-716	124	-65	-251	37	270	-652	-863	180	99
1137	2910	-7071	-3944	6601	-880	-737	135	-68	-259	36	277	-611	-818	182	99
1155	2915	-7045	-3937	6578	-886	-747	158	-69	-265	35	282	-611	-818	182	99
1179	3016	-6013	-3817	5604	-899	-757	206	-72	-273	33	287	-496	-679	158	99
1203	3284	-5211	-3803	4945	-924	-777	274	-75	-283	31	293	-399	-599	0	99
1221	3321	-4853	-3769	4599	-933	-781	294	-76	-288	30	297	-359	-553	0	99
1239	3461	-4153	-3776	3907	-935	-785	313	-77	-293	28	300	-268	-467	0	99
1257	3428	-3819	-3679	3596	-938	-790	322	-77	-297	27	304	-239	-415	0	99
1281	3467	-3182	-3717	-2958	-929	-790	320	-75	-300	26	307	-151	-325	151	99
1299	3673	3095	-3854	-3475	-939	-808	298	-74	-304	25	311	-73	-283	171	99
1317	3153	4661	-3036	-4873	-943	-827	296	-73	-307	23	314	23	16	171	99
1335	3162	4800	-3075	-5070	-933	-825	258	-70	-308	23	315	47	36	232	99
1350	3178	4948	-3101	-5254	-924	-834	231	-68	-308	22	316	71	55	272	99
1374	3242	5260	-3131	-5585	-912	-838	234	-65	-307	21	314	117	92	299	99
1392	3303	5564	-3157	-5909	-898	-834	256	-64	-306	19	310	163	131	331	99
1410	3331	5704	-3170	-6056	-876	-830	240	-60	-303	18	307	187	150	339	99
1431	3376	5986	-3188	-6360	-847	-808	248	-57	-299	16	302	231	190	371	99
1449	3413	6277	-3195	-6668	-814	-793	268	-54	-294	14	296	275	233	404	99
1467	3412	6396	-3189	-6798	-784	-770	266	-51	-289	13	290	295	255	423	99
1485	3477	6521	-3215	-6909	-751	-739	282	-48	-282	12	283	321	271	404	99
1506	3555	6796	-3237	-7178	-701	-710	299	-44	-275	10	274	368	308	400	99
1524	3534	7063	-3203	-7471	-666	-684	314	-41	-267	8	266	406	357	450	99
1542	3520	7008	-3201	-7418	-626	-650	310	-38	-259	7	259	406	357	450	99
1557	3634	7140	-3258	-7527	-595	-622	314	-35	-252	6	252	436	367	408	99
1572	3608	7251	-3231	-7652	-563	-591	349	-33	-246	4	245	453	394	441	99
1590	3685	7527	-3248	-7924	-521	-562	356	-30	-237	3	237	500	432	434	99
1605	3720	7647	-3260	-8047	-491	-535	351	-27	-230	2	231	523	451	433	99
1623	3853	7919	-3322	-8310	-450	-496	364	-24	-221	0	222	574	483	409	99
1641	3956	8043	-3375	-8416	-412	-467	399	-22	-213	-1	213	605	494	382	99
1659	4034	8155	-3415	-8520	-373	-438	434	-19	-204	-3	204	633	507	369	99
1677	4182	8428	-3488	-8780	-333	-404	453	-17	-195	-5	194	686	537	341	99
1695	4275	8538	-3539	-8879	-299	-369	493	-15	-186	-7	184	715	549	323	99
1713	4378	8809	-3582	-9147	-258	-341	511	-12	-177	-9	174	764	583	316	99
1731	4554	8917	-3698	-9235	-218	-314	537	-9	-168	-11	164	802	583	270	99
1749	4677	9020	-3776	-9323	-182	-275	598	-7	-159	-13	152	833	591	248	99
1764	4722	9141	-3791	-9439	-155	-251	619	-5	-151	-15	144	857	609	244	99
1779	4885	9248	-3905	-9537	-123	-222	634	-3	-143	-16	135	893	610	208	99
1794	4970	9366	-3955	-9650	-98	-202	656	-1	-135	-18	127	921	622	197	99
1812	5236	9618	-4133	-9890	-57	-171	680	1	-125	-20	116	986	633	148	99
1830	5441	9765	-4193	-9929	-23	-147	712	4	-116	-22	105	1021	634	0	99
1848	5716	9992	-4421	-10190	14	-120	740	7	-106	-24	94	1089	639	0	99
1869	5810	10070	-4495	-10274	62	-83	772	10	-95	-27	81	1118	648	0	99
1887	6251	10226	-4907	-10502	98	-54	793	14	-85	-29	70	1201	622	0	99
1905	6291	10337	-4917	-10604	134	-26	840	16	-75	-31	58	1225	640	0	99
1923	6471	10394	-5085	-10688	170	-1	854	20	-65	-34	46	1263	632	0	99
1941	6625	10457	-5223	-10770	210	21	879	24	-55	-36	34	1298	628	0	99
1959	6700	10549	-5279	-10867	248	45	893	28	-44	-39	23	1327	639	0	99
1977	7149	10789	-5535	-11000	286	72	915	31	-33	-41	11	1400	622	-193	99
1992	7437	10824	-5774	-11033	323	97	930	35	-24	-43	0	1444	596	-249	99
2007	7665	10881	-5954	-11084	357	117	960	38	-16	-46	-9	1483	580	-292	99
2031	8214	10959	-6406	-11156	414	147	1008	44	-1	-51	-27	1566	529	-394	99
2049	8682	11075	-6788	-11271	456	182	1045	48	10	-54	-42	1641	493	-476	99
2073	8966	11231	-7007	-11424	516	219	1090	54	27	-58	-62	1704	490	-515	99
2091	9033	11303	-7067	-11507	569	235	1063	62	41	-61	-76	1733	498	-515	99
2115	9225	11478	-7209	-11683	654	273	1037	72	61	-65	-96	1792	510	-547	99
2133	9497	11459	-7446	-11661	700	301	1052	78	74	-69	-111	1832	479	-600	99
2154	9576	11520	-7510	-11723	751	335	1087	85	88	-73	-129	1861	486	-600	99
2172	9731	11559	-7638	-11759	795	355	1099	92	101	-77	-144	1894	478	-626	99
2184	10230	11639	-8061	-11846	825	369	1112	96	110	-80	-154	1967	429	-712	99
2196	10606	11561	-8404	-11778	851	384	1103	102	119	-82	-164	2009	372	-783	99
2208	10580	11518	-8383	-11725	886	392	1122	107	127	-86	-175	2009	372	-783	99
2220	10917	11679	-8653	-11889	914	399	1118	112	136	-89	-185	2073	356	-838	99
2238	11163	11620	-8872	-11825	986	431	1145	120	151	-94	-203	2109	322	-888	99
2256	11227	11697	-8919	-11901	1036	451	1130	130	166	-99	-218	2138	331	-898	99
2271	11546	11838	-9180	-12046	1080	464	1117	138	178	-103	-232	2201	315	-951	99
2283	11652	11932	-9263	-12099	1098	467	1087	144	187	-105	-241	2231	318	-970	99
2301	11645	12037	-9242	-12099	1174	492	1055	156	204	-110	-258	2258	341	-975	99
2319	11516	12100	-9071	-12100	1224	504	992	168	220	-114	-274	2304	427	-947	99
2343	11436	12101	-9039	-12101	1299	530	899	186	242	-119	-296	2304	427	-947	99
2361	11220	12102	-8786	-12102	1348	546	811	201	259	-123	-312	2345	529	-913	99
2379	11089	12102	-8654	-12102	1408	571	738	217	277	-127	-330	2364	577	-905	99
2397	11347	12102	-8855	-12102	1450	594	690	231	294	-131	-347	2427	575	-965	99
2415	11069	12102	-8578	-12102	1501	619	615	246	312	-135	-365	2438	656	-931	99
2439	10872	12101	-8347	-12101	1573	655	504	266	336	-139	-389	2475	745	-928	99
2457	9736	12101	-7217	-12101	1612	678	381	281	355	-141	-404	2419	990	-802	99
2475	9593	12100	-7101	-12100	1666	715	273	296	375	-142	-421	2411	1009	-819	99
2493	8858	12100	-6379	-12100	1719	755	210	310	393	-145	-438	2353	1138	-781	99
2511	8807	12099	-6343	-12099	1757	795	130	323	411	-146	-455	2352	1142	-812	99
2535	8386	12099	-5961	-12099	1820	857	40	340	436	-147	-477	2318	1209	-797	99
2553	8190	12098	-5778	-12098	1865	896	-23	351	453	-148	-493	2303	1238	-813	99
2577	7495	12097	-5066	-12097	1898	961	-90	363	476	-147	-514	2236	1356	-834	99
2595	7164	12097	-4756	-12097	1932	1020	-116	371	494	-146	-530	2203	1408	-824	99
2619	6528	12096	-4123	-12096	1962	1071	-173	379	515	-144	-550	2135	1508	-828	99
2640	5768	12095	-3418	-12095	1983	1129	-197	384	534	-142	-567	2012	1573	-834	99
2658	5382	12095	-3050	-12095	2022	1203	-203	387	551	-139	-583	1967	1630	-827	99
2682	5013	12094	3146	-12094	2038	1261	-212	389	571	-135	-602	1918	1687	-873	99
2700	4825	12094	3338	-12094	2042	1312	-204	390	585	-131	-615	1852	1670	-961	99
2721	4779	12093	3412	-12093	2071	1397	-169	389	602	-127	-632	1841	1683	-1008	99
2739	4792	12093	3432	-12093	2081	1452	-147	387	616	-123	-646	1837	1687	-1059	99
2763	5202	12092	3144	-12092	2095	1519	-91	384	633	-118	-664	1876	1644	-1218	99
2781	5499	12092	-2926	-11991	2100	1553	-36	381	644	-116	-678	1868	1560	-1330	99
2805	4564	12092	3797	-11789	2124	1620	-40	378	663	-109	-694	1749	1693	-1312	99
2823	4432	12091	3954	-11338	2125	1655	-27	375	675	-104	-705	1687	1669	-1418	99
2844	3837	12091	4508	-11186	2120	1695	-89	372	690	-96	-715	1607	1747	-1386	99
2862	3861	12090	4464	-11145	2115	1735	-158	370	704	-88	-723	1607	1747	-1386	99
2883	3890	12090	4413	-11101	2110	1778	-235	367	720	-79	-731	1607	1747	-1386	99
2901	3917	12090	4368	-11065	2104	1814	-302	363	733	-71	-738	1607	1747	-1386	99
2919	3945	12089	4324	-11033	2097	1847	-370	360	746	-63	-744	1607	1747	-1386	99
2937	3973	12089	4280	-11004	2090	1879	-437	355	758	-54	-750	1607	1747	-1386	99
2961	4013	12089	4221	-10970	2078	1919	-526	349	773	-43	-756	1607	1747	-1386	99
2979	-4133	11777	6579	-9828	2054	1954	-556	343	783	-35	-761	1217	1967	-1519	99
3003	-4665	11264	7053	-9215	2022	2003	-578	332	796	-23	-767	1086	1974	-1553	99
3027	-4914	10454	7158	-8399	2005	2071	-591	322	809	-10	-774	965	1902	-1555	99
3051	-6199	9018	8129	-6864	2084	2362	-566	311	836	10	-788	659	1901	-1482	99
3069	-6590	8429	8393	-6263	2042	2399	-592	301	843	21	-789	542	1874	-1452	99
3105	-7647	6260	8968	-4113	1927	2448	-686	277	852	47	-785	167	1703	-1344	99
3129	-7544	6254	8866	-4140	1848	2484	-732	260	857	66	-781	167	1703	-1344	99
3147	-7757	5259	8870	-3190	1790	2513	-769	246	860	80	-777	27	1590	-1311	99
3165	-7758	4795	8783	3039	1723	2536	-789	230	860	94	-772	-33	1530	-1303	99
3183	-7854	3791	8653	3959	1656	2563	-833	216	862	110	-766	-159	1401	-1254	99
3207	-7747	2914	8365	4735	1547	2578	-871	193	859	129	-755	-255	1264	-1223	99
3225	-7661	-3344	8174	5117	1467	2588	-911	176	856	145	-744	-304	1191	-1195	99
3249	-7458	-4258	7753	5870	1358	2620	-934	151	851	165	-728	-389	1038	-1123	99
3267	-7199	-5095	7170	6411	1265	2618	-1064	136	846	183	-711	-440	884	-928	99
3297	-6854	-6121	6548	7212	1079	2604	-1190	106	829	212	-679	-529	687	-837	99
3315	-6577	-6535	6098	7439	956	2612	-1268	87	817	232	-659	-548	592	-730	99
3336	-6188	-6635	5657	7422	819	2579	-1357	66	798	252	-633	-532	523	-707	99
3354	-5828	-6842	5206	7492	702	2551	-1383	47	780	268	-611	-524	442	-646	99
3378	-4744	-7252	3917	7538	529	2515	-1440	21	754	291	-579	-445	236	-501	99
3405	-3927	-7169	3063	7248	365	2446	-1474	-7	723	312	-544	-360	132	-444	99
3423	-3470	-7070	-3209	7027	238	2412	-1492	-27	701	327	-519	-312	83	-404	99
3441	-3044	-6889	-3634	6738	126	2357	-1512	-46	678	341	-494	-258	46	-366	99
3459	3510	-6516	-4352	6201	7	2308	-1500	-66	654	353	-469	-141	-2	-322	99
3483	4159	-5882	-4889	5458	-134	2227	-1481	-89	622	365	-436	-19	-5	-302	99
3501	4505	-5282	-5008	4947	-230	2163	-1451	-105	598	371	-413	52	26	-438	99
3537	4600	-4996	-4978	4715	-404	2067	-1179	-136	547	372	-373	48	34	-449	99
3555	4630	-4839	-4901	4634	-460	2006	-1130	-146	525	371	-353	44	39	-526	99
3579	4551	-7107	-5091	6979	-532	1930	-972	-159	494	365	-329	-244	-314	-679	99
3597	5455	-8918	-6345	8526	-580	1861	-956	-165	474	363	-310	-328	-721	-666	99
3618	5825	-8634	-6654	8183	-620	1780	-935	-170	452	358	-289	-262	-744	-665	99
3636	6098	-8371	-6823	7932	-655	1711	-908	-174	432	353	-271	-215	-756	-722	99
